day,timestamp,symbol,trades,traded_qty,signed_qty,buy_trades,sell_trades,neutral_trades,unknown_trades,net_buy_ratio
-2,900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,1700,TOMATOES,1,3,3,1,0,0,0,1.0
-2,4000,EMERALDS,1,7,7,1,0,0,0,1.0
-2,4100,TOMATOES,1,3,3,1,0,0,0,1.0
-2,5200,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,6700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,7100,TOMATOES,1,3,3,1,0,0,0,1.0
-2,10500,EMERALDS,1,5,5,1,0,0,0,1.0
-2,11200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,11300,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,12700,TOMATOES,1,2,2,1,0,0,0,1.0
-2,13600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,14100,TOMATOES,1,2,2,1,0,0,0,1.0
-2,17100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,17800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,18000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,22800,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,24000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,27300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,32700,TOMATOES,1,3,3,1,0,0,0,1.0
-2,35600,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,38300,EMERALDS,1,4,4,1,0,0,0,1.0
-2,38800,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,39000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,41700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,42100,EMERALDS,1,8,8,1,0,0,0,1.0
-2,43200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,45700,EMERALDS,1,4,4,1,0,0,0,1.0
-2,47000,EMERALDS,1,4,4,1,0,0,0,1.0
-2,51500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,53500,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,62900,EMERALDS,1,5,5,1,0,0,0,1.0
-2,65000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,65500,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,67000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,68300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,68700,TOMATOES,1,4,4,1,0,0,0,1.0
-2,69000,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,73400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,84300,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,91000,EMERALDS,1,3,3,1,0,0,0,1.0
-2,92800,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,93000,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,93300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,98800,TOMATOES,1,3,3,1,0,0,0,1.0
-2,99600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,103000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,104300,EMERALDS,1,6,6,1,0,0,0,1.0
-2,104600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,111900,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,112000,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,114400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,115300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,115500,TOMATOES,1,3,3,1,0,0,0,1.0
-2,116900,TOMATOES,1,3,3,1,0,0,0,1.0
-2,117800,TOMATOES,1,3,3,1,0,0,0,1.0
-2,119100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,120700,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,120700,TOMATOES,1,2,2,1,0,0,0,1.0
-2,121200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,121800,TOMATOES,1,4,4,1,0,0,0,1.0
-2,122400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,123000,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,125300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,125900,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,127200,EMERALDS,1,7,7,1,0,0,0,1.0
-2,127400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,129700,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,131400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,131900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,132600,EMERALDS,1,5,5,1,0,0,0,1.0
-2,133800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,137000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,139800,TOMATOES,1,3,3,1,0,0,0,1.0
-2,140400,EMERALDS,1,8,8,1,0,0,0,1.0
-2,140600,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,143400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,143800,EMERALDS,1,5,5,1,0,0,0,1.0
-2,147200,TOMATOES,1,4,4,1,0,0,0,1.0
-2,147600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,149200,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,153300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,156400,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,157200,TOMATOES,1,3,3,1,0,0,0,1.0
-2,158700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,159600,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,159700,EMERALDS,1,8,8,1,0,0,0,1.0
-2,159900,EMERALDS,1,8,8,1,0,0,0,1.0
-2,164000,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,164200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,165500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,165700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,167200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,168900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,174400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,175800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,177100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,178600,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,179200,TOMATOES,1,2,2,1,0,0,0,1.0
-2,179400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,182800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,183100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,183700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,183900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,184800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,185200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,187600,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,188000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,191400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,192400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,192900,EMERALDS,1,8,8,1,0,0,0,1.0
-2,193400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,193500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,193700,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,194100,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,197100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,202400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,203900,TOMATOES,1,5,5,1,0,0,0,1.0
-2,204100,TOMATOES,1,3,3,1,0,0,0,1.0
-2,207600,EMERALDS,1,3,3,1,0,0,0,1.0
-2,209300,EMERALDS,1,3,3,1,0,0,0,1.0
-2,209300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,209600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,209900,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,210200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,211000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,211800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,211900,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,211900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,215200,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,217300,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,217700,TOMATOES,1,3,3,1,0,0,0,1.0
-2,218700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,225900,TOMATOES,1,3,3,1,0,0,0,1.0
-2,232400,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,233400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,233500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,233700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,235100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,236900,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,243000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,244200,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,245500,TOMATOES,1,5,5,1,0,0,0,1.0
-2,247400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,250200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,255300,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,255800,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,257600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,258100,TOMATOES,1,3,3,1,0,0,0,1.0
-2,258200,TOMATOES,1,4,4,1,0,0,0,1.0
-2,259000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,259700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,259900,TOMATOES,1,3,3,1,0,0,0,1.0
-2,260200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,260800,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,261400,EMERALDS,1,3,3,1,0,0,0,1.0
-2,263300,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,263400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,263500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,264200,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,271100,EMERALDS,1,3,3,1,0,0,0,1.0
-2,272600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,273100,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,274200,TOMATOES,1,2,2,1,0,0,0,1.0
-2,275200,TOMATOES,1,2,2,1,0,0,0,1.0
-2,275500,TOMATOES,1,2,2,1,0,0,0,1.0
-2,276900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,277700,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,278500,EMERALDS,1,5,5,1,0,0,0,1.0
-2,280900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,281200,TOMATOES,1,5,5,1,0,0,0,1.0
-2,282200,TOMATOES,1,4,4,1,0,0,0,1.0
-2,283400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,286300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,289600,EMERALDS,1,4,4,1,0,0,0,1.0
-2,289600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,292200,TOMATOES,1,5,5,1,0,0,0,1.0
-2,298300,TOMATOES,1,3,3,1,0,0,0,1.0
-2,298800,EMERALDS,1,5,5,1,0,0,0,1.0
-2,302300,EMERALDS,1,5,5,1,0,0,0,1.0
-2,305800,EMERALDS,1,7,7,1,0,0,0,1.0
-2,307300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,307700,EMERALDS,1,4,4,1,0,0,0,1.0
-2,308300,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,308400,EMERALDS,1,6,6,1,0,0,0,1.0
-2,308500,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,311300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,311600,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,313700,TOMATOES,1,4,4,1,0,0,0,1.0
-2,316800,TOMATOES,1,4,4,1,0,0,0,1.0
-2,322400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,322500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,324200,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,324400,EMERALDS,1,4,4,1,0,0,0,1.0
-2,324600,EMERALDS,1,6,6,1,0,0,0,1.0
-2,325400,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,330500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,331600,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,332500,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,332500,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,332600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,334400,TOMATOES,1,3,3,1,0,0,0,1.0
-2,335100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,335500,EMERALDS,1,4,4,1,0,0,0,1.0
-2,337000,TOMATOES,1,4,4,1,0,0,0,1.0
-2,340000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,342000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,345300,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,345400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,349400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,350400,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,351100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,355700,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,356100,TOMATOES,1,2,2,1,0,0,0,1.0
-2,357700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,359800,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,363300,EMERALDS,1,6,6,1,0,0,0,1.0
-2,367500,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,368900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,370300,TOMATOES,1,5,5,1,0,0,0,1.0
-2,372000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,375700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,376600,EMERALDS,1,5,5,1,0,0,0,1.0
-2,376700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,380500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,382300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,382700,TOMATOES,1,4,4,1,0,0,0,1.0
-2,384000,TOMATOES,1,4,4,1,0,0,0,1.0
-2,386800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,390300,TOMATOES,1,5,5,1,0,0,0,1.0
-2,392600,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,394300,TOMATOES,1,3,3,1,0,0,0,1.0
-2,396600,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,397900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,398700,EMERALDS,1,8,8,1,0,0,0,1.0
-2,402300,EMERALDS,1,6,6,1,0,0,0,1.0
-2,404400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,404800,EMERALDS,1,5,5,1,0,0,0,1.0
-2,408800,EMERALDS,1,7,7,1,0,0,0,1.0
-2,411200,TOMATOES,1,2,2,1,0,0,0,1.0
-2,413000,EMERALDS,1,4,4,1,0,0,0,1.0
-2,413600,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,413900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,414000,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,415800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,417900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,419700,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,420800,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,422300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,426300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,427500,TOMATOES,1,5,5,1,0,0,0,1.0
-2,428600,TOMATOES,1,5,5,1,0,0,0,1.0
-2,429100,EMERALDS,1,8,8,1,0,0,0,1.0
-2,429500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,431000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,431500,TOMATOES,1,2,2,1,0,0,0,1.0
-2,431900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,432700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,432900,TOMATOES,1,5,5,1,0,0,0,1.0
-2,434900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,435100,TOMATOES,1,4,4,1,0,0,0,1.0
-2,436600,EMERALDS,1,4,4,1,0,0,0,1.0
-2,437300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,442000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,443900,TOMATOES,1,2,2,1,0,0,0,1.0
-2,445800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,450300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,452300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,452400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,453100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,456000,EMERALDS,1,8,8,1,0,0,0,1.0
-2,457800,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,459000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,459200,TOMATOES,1,3,3,1,0,0,0,1.0
-2,459700,EMERALDS,1,8,8,1,0,0,0,1.0
-2,460900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,463900,TOMATOES,1,5,5,1,0,0,0,1.0
-2,469700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,473100,EMERALDS,1,6,6,1,0,0,0,1.0
-2,474600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,475300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,479300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,480500,TOMATOES,1,4,4,1,0,0,0,1.0
-2,485700,TOMATOES,1,5,5,1,0,0,0,1.0
-2,488400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,488900,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,490800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,491600,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,491900,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,492400,TOMATOES,1,4,4,1,0,0,0,1.0
-2,493300,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,496700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,497600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,497900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,499000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,502900,TOMATOES,1,4,4,1,0,0,0,1.0
-2,504900,TOMATOES,1,4,4,1,0,0,0,1.0
-2,506800,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,507200,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,511100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,517600,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,517700,EMERALDS,1,3,3,1,0,0,0,1.0
-2,520600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,521000,EMERALDS,1,4,4,1,0,0,0,1.0
-2,522600,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,524100,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,527600,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,527700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,529400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,529600,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,535200,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,536100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,540000,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,540700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,544200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,545500,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,548300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,549100,EMERALDS,1,6,6,1,0,0,0,1.0
-2,551500,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,553700,TOMATOES,1,4,4,1,0,0,0,1.0
-2,554300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,562200,EMERALDS,1,7,7,1,0,0,0,1.0
-2,563000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,566200,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,567100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,568600,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,569200,EMERALDS,1,4,4,1,0,0,0,1.0
-2,576300,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,576300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,588900,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,591600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,592000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,592200,EMERALDS,1,3,3,1,0,0,0,1.0
-2,593000,TOMATOES,1,2,2,1,0,0,0,1.0
-2,593200,EMERALDS,1,5,5,1,0,0,0,1.0
-2,595200,EMERALDS,1,6,6,1,0,0,0,1.0
-2,596300,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,598100,EMERALDS,1,5,5,1,0,0,0,1.0
-2,602100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,602500,TOMATOES,1,3,3,1,0,0,0,1.0
-2,603300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,604600,EMERALDS,1,7,7,1,0,0,0,1.0
-2,608700,TOMATOES,1,5,5,1,0,0,0,1.0
-2,609700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,610200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,611100,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,611300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,616700,TOMATOES,1,4,4,1,0,0,0,1.0
-2,616900,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,619000,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,619700,TOMATOES,1,3,3,1,0,0,0,1.0
-2,624900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,625800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,626200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,626500,TOMATOES,1,4,4,1,0,0,0,1.0
-2,627400,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,632600,EMERALDS,1,7,7,1,0,0,0,1.0
-2,633400,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,635000,EMERALDS,1,6,6,1,0,0,0,1.0
-2,636300,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,636900,TOMATOES,1,4,4,1,0,0,0,1.0
-2,637100,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,643800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,645600,TOMATOES,1,5,5,1,0,0,0,1.0
-2,646000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,650600,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,651300,EMERALDS,1,5,5,1,0,0,0,1.0
-2,655400,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,656300,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,661500,EMERALDS,1,3,3,1,0,0,0,1.0
-2,662600,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,663000,EMERALDS,1,8,8,1,0,0,0,1.0
-2,665700,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,665700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,666400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,669400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,672600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,673200,TOMATOES,1,5,5,1,0,0,0,1.0
-2,673800,TOMATOES,2,7,3,1,1,0,0,0.42857142857142855
-2,674200,TOMATOES,1,5,5,1,0,0,0,1.0
-2,674500,EMERALDS,1,8,8,1,0,0,0,1.0
-2,675500,TOMATOES,1,5,5,1,0,0,0,1.0
-2,677900,EMERALDS,1,6,6,1,0,0,0,1.0
-2,678500,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,678800,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,681200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,682100,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,684400,TOMATOES,1,3,3,1,0,0,0,1.0
-2,684800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,685300,EMERALDS,1,3,3,1,0,0,0,1.0
-2,685600,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,686700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,687300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,688200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,690000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,690400,TOMATOES,1,3,3,1,0,0,0,1.0
-2,691700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,697900,TOMATOES,1,5,5,1,0,0,0,1.0
-2,698000,EMERALDS,1,3,3,1,0,0,0,1.0
-2,698400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,701300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,702600,TOMATOES,1,3,3,1,0,0,0,1.0
-2,703300,EMERALDS,1,4,-4,0,1,0,0,-1.0
